School,URL,Street,City,State,CMS
River Forest Middle School,https://www.rfcsc.k12.in.us/,3300 Indiana St,Hobart,IN,blackboard
River Birch Elementary School,https://www.avon-schools.org/riverbirch,5456 E CR 75 North,Avon,IN,blackboard
Ridge View Elementary School,https://in01000440.schoolwires.net/Page/4354,3333 W Old Ridge Rd,Hobart,IN,blackboard
River Forest High School,https://www.rfcsc.k12.in.us/,3300 Indiana St,Hobart,IN,blackboard
Rising Sun High School,http://www.ccps.org/,120 S Henrietta St,Rising Sun,IN,blackboard
Rousseau McClellan School 91,https://www.myips.org/rousseaumcclellan91,5111 Evanston Ave,Indianapolis,IN,blackboard
Rogers Elementary School,http://www.mccsc.edu/Domain/10,2200 E 2nd St,Bloomington,IN,blackboard
Robert Taft Middle School,https://www.cps.k12.in.us/taft,1000 S Main,Crown Point,IN,blackboard
Rockcreek Elementary School,http://www.bcsc.k12.in.us/Domain/987,13000 E 200 S,Columbus,IN,blackboard
Selma Elementary School,https://www.johnston.k12.nc.us/ses,PO Box 336,Selma,IN,blackboard
Shamrock Springs Elementary School,https://www.wws.k12.in.us/,747 W 161st St,Westfield,IN,blackboard
Selma Middle School,https://www.johnston.k12.nc.us/sms,10501 E CR 167 S,Selma,IN,blackboard
Salem Middle School,https://www.wcpss.net/salemms,1001 N Harrison St,Salem,IN,blackboard
South Adams Elementary School,https://www.southadams.k12.in.us/,1012 Starfire Way,Berne,IN,blackboard
South Adams Middle School,https://www.southadams.k12.in.us/,1212 Starfire Way,Berne,IN,blackboard
South Adams High School,https://www.southadams.k12.in.us/,1000 Parkway St,Berne,IN,blackboard
Solon Robinson Elementary School,https://www.cps.k12.in.us/solon,601 Pettibone St,Crown Point,IN,blackboard
Shortridge High School,https://www.myips.org/shs,3401 N Meridian,Indianapolis,IN,blackboard
South Elementary School,https://www.danville.k12.in.us/,1375 W Lincoln St,Danville,IN,blackboard
Speedway Senior High School,https://www.speedwayschools.org/,5357 W 25th St,Speedway,IN,blackboard
Speedway Junior High School,https://www.speedwayschools.org/,5151 W 14th St,Speedway,IN,blackboard
South Whitley Elementary School,https://www.whitko.org/,406 W Wayne St,South Whitley,IN,blackboard
Springfield Elementary School,https://www.mcas.k12.in.us/,3054 W 800 N,Michigan City,IN,blackboard
Southside Elementary School,http://www.bcsc.k12.in.us/Domain/1047,1320 W 200 S,Columbus,IN,blackboard
Sullivan Middle School,https://www.rock-hill.k12.sc.us/Domain/29,415 W Frakes St,Sullivan,IN,blackboard
Sugar Grove Elementary School,https://www.centergrove.k12.in.us/Domain/720,4135 W Smith Valley Rd,Greenwood,IN,blackboard
Stony Creek Elementary School,http://www.noblesvilleschools.org/Domain/13,1350 Greenfield Pike,Noblesville,IN,blackboard
Theodore Potter School 74,https://www.myips.org/theodorepotter74,1601 E 10th St,Indianapolis,IN,blackboard
Taylorsville Elementary School,https://www.alexander.k12.nc.us/Domain/16,PO Box 277,Taylorsville,IN,blackboard
Sycamore Elementary School,https://www.avon-schools.org/Domain/13,7878 E CR 100 N,Avon,IN,blackboard
The Acad of Sci & Entrepreneurship,https://www.mccsc.edu/ase,444 S Patterson Dr,Bloomington,IN,blackboard
Summit Elementary School,https://www.mccsc.edu/Domain/18,1450 W Countryside Ln,Bloomington,IN,blackboard
The Bloomington Project School,https://www.theprojectschool.org/,349 S Walnut St,Bloomington,IN,blackboard
Thea Bowman Leadership Academy,http://www.phalenacademies.org/TheaBowman,975 W 6th Ave,Gary,IN,blackboard
Thomas A Edison Jr-Sr HS,https://www.lakes.k12.in.us/,3304 Parkside Ave,Lake Station,IN,blackboard
Thurgood Marshall Leadership Acad,https://www.gpisd.org/Domain/21,2310 Weisser Park,Fort Wayne,IN,blackboard
Timothy Ball Elementary School,https://www.cps.k12.in.us/,720 W Summit St,Crown Point,IN,blackboard
TP Schools,https://www.myips.org/,4501 N Post Rd,Indianapolis,IN,blackboard
Tri-North Middle School,http://www.mccsc.edu/Domain/10,1000 W 15th St,Bloomington,IN,blackboard
Tri Junior-Senior High School,https://www.shenry.k12.in.us/trihigh,6972 S St Rd 103,Straughn,IN,blackboard
Tri-Elementary School,https://www.shenry.k12.in.us/,6972 S St Rd 103,Straughn,IN,blackboard
Unionville Elementary School,https://www.mccsc.edu/Domain/20,8144 E SR 45,Unionville,IN,blackboard
W D Richards Elementary School,http://www.bcsc.k12.in.us/Domain/1181,3311 Fairlawn Dr,Columbus,IN,blackboard
Virgil I Bailey Elementary School,https://www.lakes.k12.in.us/,2100 Union St,Lake Station,IN,blackboard
University Elementary School,http://www.mccsc.edu/Domain/21,1111 N Russell Rd,Bloomington,IN,blackboard
Washington Woods Elementary School,https://www.wws.k12.in.us/,17950 Grassy Branch Rd,Westfield,IN,blackboard
Washington Irving School 14,https://www.myips.org/site/Default.aspx?PageType=19&DomainID=8,1250 E Market St,Indianapolis,IN,blackboard
Washington Junior High School,https://www.naperville203.org/Domain/26,210 NE 6th St,Washington,IN,blackboard
Webb Elementary School,http://www.franklinschools.org/,1400 Webb Ct,Franklin,IN,blackboard
Westfield Middle School,https://www.wws.k12.in.us/Domain/10,345 W Hoover St,Westfield,IN,blackboard
Westfield High School,https://www.wws.k12.in.us/whs,18250 N Union St,Westfield,IN,blackboard
Wendell Phillips School 63,https://www.myips.org/site/Default.aspx?PageType=19&DomainID=29,1163 N Belmont Ave,Indianapolis,IN,blackboard
Westfield Intermediate School,https://www.wws.k12.in.us/,326 W Main St,Westfield,IN,blackboard
Westchester Intermediate School,https://www.duneland.k12.in.us/westchester,1050 S 5th St,Chesterton,IN,blackboard
White Oak Elementary School,https://www.avon-schools.org/whiteoak,7221 E US Hwy 36,Avon,IN,blackboard
Whitko Jr/Sr High School,https://www.whitko.org/,1 Big Blue Ave,South Whitley,IN,blackboard
Whiting High School,https://www.whiting.k12.in.us/,1751 Oliver St,Whiting,IN,blackboard
Wheatfield Elementary School,http://nwcsd.org/,PO Box 158 - 251 S Center St,Wheatfield,IN,blackboard
Whiting Middle School,https://www.whiting.k12.in.us/,1800 New York Ave,Whiting,IN,blackboard
Winfield Elementary School,https://www.cps.k12.in.us/,13128 Montgomery St,Crown Point,IN,blackboard
White Lick Elementary School,https://www.brownsburg.k12.in.us/white-lick-elementary,1400 S Odell St,Brownsburg,IN,blackboard
White River Elementary School,http://www.noblesvilleschools.org/Domain/16,19000 Cumberland Rd,Noblesville,IN,blackboard
Yorktown Middle School,https://ycsd.yorkcountyschools.org/YMS,8820 W Smith St,Yorktown,IN,blackboard
Rural Community Academy,http://www.rcsi.k12.in.us/,PO Box 85,Graysville,IN,catapultk12
Sheridan Elementary School,http://ses.wpusd.org/,24795 Hinesley Rd,Sheridan,IN,catapultk12
Mater Dei High School,http://www.materdeiwildcats.com/,1300 Harmony Way,Evansville,IN,cyberschool
North Vermillion High School,https://www.nvc.k12.in.us/,5555 N Falcon Dr,Cayuga,IN,cyberschool
North Vermillion Elementary School,https://www.nvc.k12.in.us/,5585 N Falcon Dr,Cayuga,IN,cyberschool
Tipton Elementary School,https://www.tiptonschool.org/,1099 S Main St,Tipton,IN,cyberschool
Abraham Lincoln Elementary School,http://lincoln.scec.k12.in.us/,3551 Block Avenue,East Chicago,IN,echalk
Benjamin Harrison Elementary Sch,http://www.scec.k12.in.us/,4411 Magoun,East Chicago,IN,echalk
East Chicago Central High School,http://www.scec.k12.in.us/,1100 W Columbus Drive,East Chicago,IN,echalk
Joseph Block Middle School,http://block.scec.k12.in.us/,2700 Cardinal Dr,East Chicago,IN,echalk
Maconaquah Elementary School,http://www.maconaquah.k12.in.us/,7784 S Strawtown Pike,Bunker Hill,IN,echalk
Maconaquah High School,http://www.maconaquah.k12.in.us/,256 E 800 S,Bunker Hill,IN,echalk
Maconaquah Middle School,http://mms.maconaquah.k12.in.us/,594 E 800 S,Bunker Hill,IN,echalk
Pipe Creek Elementary School,http://pce.maconaquah.k12.in.us/,3036 W 400 S,Peru,IN,echalk
Pleasant View Elementary School,http://www.yorktown.k12.in.us/,9101 W River Rd,Yorktown,IN,echalk
William McKinley Elementary School,http://mckinley.scec.k12.in.us/,4825 Magoun Ave,East Chicago,IN,echalk
Anderson High School,https://www.andersononline.org/,4610 Madison Ave,Anderson,IN,edlio
Blue Ridge Primary Elementary Sch,https://www.frankfortschools.org/,1910 S Jackson St,Frankfort,IN,edlio
Coulston Elementary School,http://ces.shelbycs.org/,121 Knightstown Rd,Shelbyville,IN,edlio
Concordia Lutheran High School,https://www.clhscadets.com/,1601 St Joe River Dr,Fort Wayne,IN,edlio
Concordia Lutheran School,https://www.clhscadets.com/,4245 Lake Ave,Fort Wayne,IN,edlio
DeKalb Middle School,https://dms.dekalbcentral.net/,3338 CR 427,Waterloo,IN,edlio
Eagle Elementary School,https://eag.zcs.k12.in.us/,350 N 6th St,Zionsville,IN,edlio
Eastside Elementary School,https://e2.acsc.net/,844 N Scatterfield Rd,Anderson,IN,edlio
Fremont Elementary School,https://www.fremontelementary.us/,PO Box 625,Fremont,IN,edlio
Henryville Elementary School,https://hes.wclark.k12.in.us/,215 N Ferguson St,Henryville,IN,edlio
Heavilin Elementary School,https://www.valpo.k12.in.us/,2450 Heavilin Road,Valparaiso,IN,edlio
James R Watson Elementary School,https://jrw.dekalbcentral.net/,901 Eckhart Ave,Auburn,IN,edlio
Henryville Jr & Sr High School,https://hhs.wclark.k12.in.us/,213 N Ferguson St,Henryville,IN,edlio
Memorial Elementary School,https://www.valpo.k12.in.us/,1052 Park Ave,Valparaiso,IN,edlio
Monrovia Middle School,https://monroviamiddle.mcssk12.org/,215 S Chestnut St,Monrovia,IN,edlio
Milan Elementary School,https://www.milanelementary.org/,418 E Carr St,Milan,IN,edlio
North Miami Elementary School,https://www.nmcs.k12.in.us/,632 E 900 N,Denver,IN,edlio
North Miami Middle/High School,https://www.nmcs.k12.in.us/,570 E 900 N,Denver,IN,edlio
Northview Elementary School,https://www.valpo.k12.in.us/,257 Northview Dr,Valparaiso,IN,edlio
O J Neighbours Elementary School,https://ojn.apaches.k12.in.us/,1545 N Wabash St,Wabash,IN,edlio
Parkview Elementary School,https://www.valpo.k12.in.us/,1405 Wood St,Valparaiso,IN,edlio
Monrovia Elementary School,https://monroviaelementary.mcssk12.org/,395 S Chestnut St,Monrovia,IN,edlio
Monrovia High School,https://mhs.monroviaschools.net/,205 S Chestnut St,Monrovia,IN,edlio
Saint Louis School,https://www.st.louisschool.org/,17 St Louis Pl,Batesville,IN,edlio
Shelbyville Middle School,https://sms.shelbycs.org/,1200 W McKay Rd,Shelbyville,IN,edlio
Silver Creek Primary School,http://scps.wclark.k12.in.us/,8604 Commerce Park Dr,Sellersburg,IN,edlio
Shelbyville Sr High School,https://shs.shelbycs.org/,2003 S Miller St,Shelbyville,IN,edlio
Silver Creek High School,https://schs.wclark.k12.in.us/,557 Renz Ave,Sellersburg,IN,edlio
Stonegate Elementary,https://sge.zcs.k12.in.us/,7312 W Stonegate Dr,Zionsville,IN,edlio
Tenth Street Elementary School,https://www.acsc.net/,3124 E 10th St,Anderson,IN,edlio
Thomas A Hendricks Elementary Sch,https://hes.shelbycs.org/,1111 St Joseph St,Shelbyville,IN,edlio
Union Elementary School,https://uni.zcs.k12.in.us/,11750 E 300 S,Zionsville,IN,edlio
Thomas Jefferson Elementary School,https://www.valpo.k12.in.us/,1700 Roosevelt Rd,Valparaiso,IN,edlio
Thomas Jefferson Middle School,https://www.valpo.k12.in.us/,1600 Roosevelt Rd,Valparaiso,IN,edlio
William F Loper Elementary School,https://les.shelbycs.org/,901 Loper Dr,Shelbyville,IN,edlio
William W Borden Elementary School,https://www.wclark.k12.in.us/,303 West St,Borden,IN,edlio
William W Borden High School,https://bhs.wclark.k12.in.us/,301 West St,Borden,IN,edlio
Zionsville Middle School,https://zms.zcs.k12.in.us/,900 N Ford Rd,Zionsville,IN,edlio
Zionsville West Middle School,https://zwm.zcs.k12.in.us/,5565 S 700 E,Whitestown,IN,edlio
Zionsville Community High School,https://zhs.zcs.k12.in.us/,1000 Mulberry St,Zionsville,IN,edlio
McKenney-Harrison Elementary Sch,https://mck.dekalbcentral.net/,400 South Indiana Ave,Auburn,IN,edlioschool
Clinton Central Elementary School,https://www.clintoncentral.org/,PO Box 238,Michigantown,IN,educationalnetworks
Clinton Central Junior-Senior HS,https://www.clintoncentral.org/,PO Box 178,Michigantown,IN,educationalnetworks
Marion Academy,https://marionacademyin.org/,2107 N Riley,Indianapolis,IN,educationalnetworks
Saint Joseph High School,https://www.saintjoehigh.com/,453 N Notre Dame Ave,South Bend,IN,educationalnetworks
St Thomas The Apostle School,https://www.stselkhart.com/,1331 N Main St,Elkhart,IN,educationalnetworks
Anderson Preparatory Academy,http://www.goapa.org/,101 West 29th Street,Anderson,IN,eschoolview
Austin Elementary School,http://www.austines.dekalb.k12.ga.us/,401 S Hwy 31,Austin,IN,eschoolview
Attica Elementary School,http://www.attica.k12.in.us/,500 E Washington,Attica,IN,eschoolview
Benton Elementary School,http://www.fairfield.k12.in.us/,68350 CR 31,Goshen,IN,eschoolview
Fairfield Jr-Sr High School,http://www.fairfield.k12.in.us/,67530 US 33,Goshen,IN,eschoolview
Gosport Elementary School,http://www.socs.k12.in.us/,PO Box 159,Gosport,IN,eschoolview
Indiana Digital Elementary,http://www.usc.k12.in.us/elementary_home.aspx,8707 W HWY US 36,Modoc,IN,eschoolview
Indiana Digital JR and High School,http://www.usc.k12.in.us/,8707 W HWY US 36,Modoc,IN,eschoolview
Lancaster Central School,http://www.nwcs.k12.in.us/,3240 E 300 N,Bluffton,IN,eschoolview
McCormick's Creek Elementary Sch,http://www.socs.k12.in.us/mccormickscreekelementary_home.aspx,1601 Flatwoods Rd,Spencer,IN,eschoolview
Nappanee Elementary School,http://www.wanee.org/nappaneeelementary_home.aspx,755 E Van Buren St,Nappanee,IN,eschoolview
New Paris Elementary School,http://www.fairfield.k12.in.us/,18665 CR 46,New Paris,IN,eschoolview
North Central High School,https://www.nesc.k12.in.us/northcentraljrsrhighschool_home.aspx,910 E CR 975 N,Farmersburg,IN,eschoolview
North Wood Middle School,http://www.wanee.org/northwoodmiddleschool_home.aspx,301 N Elkhart Box 367,Wakarusa,IN,eschoolview
North Wood High School,http://www.wanee.org/northwoodhighschool_home.aspx,2101 N Main St,Nappanee,IN,eschoolview
Northeast East Elementary School,https://www.nesc.k12.in.us/northcentraljrsrhighschool_home.aspx,PO Box 494,Hymera,IN,eschoolview
Norwell Middle School,http://www.nwcs.k12.in.us/,1100 E US 224,Ossian,IN,eschoolview
Norwell High School,http://www.nwcs.k12.in.us/,1100 E US 224,Ossian,IN,eschoolview
Northeast Middle School,https://www.nesc.k12.in.us/northcentraljrsrhighschool_home.aspx,620 North Washington Street,Shelburn,IN,eschoolview
Northeast North Elementary School,https://www.nesc.k12.in.us/northeastnorthelementary_home.aspx,PO Box 689,Farmersburg,IN,eschoolview
Ossian Elementary,http://www.nwcs.k12.in.us/,213 S Jefferson,Ossian,IN,eschoolview
Owen Valley Community High School,http://www.socs.k12.in.us/owenvalleyhighschool_home.aspx,622 W SR 46,Spencer,IN,eschoolview
Patricksburg Elementary School,http://www.socs.k12.in.us/,PO Box 212,Patricksburg,IN,eschoolview
Owen Valley Middle School,http://www.socs.k12.in.us/,626 W St Hwy 46,Spencer,IN,eschoolview
Reitz Memorial High School,http://www.reitzmemorial.org/,1500 Lincoln Ave,Evansville,IN,eschoolview
Southern Wells Jr-Sr High School,http://www.swraiders.com/,9120S 300 West,Poneto,IN,eschoolview
Southern Wells Elementary School,http://www.swraiders.com/southernwellselementaryschool_home.aspx,9120 S 300 W,Poneto,IN,eschoolview
Union Junior & High School,http://www.usc.k12.in.us/,8707 W US Hwy 36 PO Box 148,Modoc,IN,eschoolview
Union Elementary School,http://www.usc.k12.in.us/,8707 W US Hwy 36 PO Box 148,Modoc,IN,eschoolview
Wakarusa Elementary School,http://www.wanee.org/wakarusaelementary_home.aspx,400 N Washington St Box 408,Wakarusa,IN,eschoolview
Woodview Elementary School,http://www.wanee.org/woodviewelementary_home.aspx,800 E Woodview Dr,Nappanee,IN,eschoolview
Battle Ground Elementary School,https://bge.tsc.k12.in.us/,303 Main St,Battle Ground,IN,finalsite
Battle Ground Middle School,https://bgm.tsc.k12.in.us/,6100 N 50 W,West Lafeyette,IN,finalsite
Bedford Middle School,http://bms.westportps.org/,1501 'N' St,Bedford,IN,finalsite
Cathedral High School,https://www.gocathedral.com/,5225 E 56th St,Indianapolis,IN,finalsite
Burnett Creek Elementary School,https://bce.tsc.k12.in.us/,5700 N 50 W,West Lafayette,IN,finalsite
Cherry Tree Elementary School,https://www.ccs.k12.in.us/cte,13989 Hazel Dell Parkway,Carmel,IN,finalsite
College Wood Elementary School,https://www.ccs.k12.in.us/cwe,12415 Shelborne Rd,Carmel,IN,finalsite
Clay Middle School,https://www.ccs.k12.in.us/clm,5150 E 126th St,Carmel,IN,finalsite
Creekside Middle School,https://www.ccs.k12.in.us/crm,3525 W 126th St,Carmel,IN,finalsite
East Elementary School,https://www.g-pisd.org/ec,705 E Tallman St,Portland,IN,finalsite
Forest Dale Elementary School,https://www.ccs.k12.in.us/fde/,10721 Lakeshore Dr W,Carmel,IN,finalsite
Gersh Academy - Riverbend,https://www.gershacademy.org/,701 North Niles Avenue,South Bend,IN,finalsite
Hilltop School,https://hilltop.highlineschools.org/,1915 E 86th St,Indianapolis,IN,finalsite
Highland High School,https://www.highlandhs.org/,9135 Erie St,Highland,IN,finalsite
Hershey Elementary School,https://hes.tsc.k12.in.us/,7521 E 300 N,Lafayette,IN,finalsite
Heritage Christian School,https://www.heritagechristian.net/,6401 E 75th St,Indianapolis,IN,finalsite
International Sch of IN HS (9-12),https://www.isind.org/,4330 N Michigan Rd,Indianapolis,IN,finalsite
James Cole Elementary School,https://ces.tsc.k12.in.us/,6418 E 900 S,Lafayette,IN,finalsite
Klondike Elementary School,https://kes.tsc.k12.in.us/,3311 Klondike Rd,West Lafayette,IN,finalsite
